Include/exclude at abstract review,Reason,PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
0,No modelling,J,"Jackson, CJ; Izadikah, Z; Oei, TPS",,,,"Jackson, Chris J.; Izadikah, Zahra; Oei, Tian P. S.",,,Mechanisms underlying REBT in mood disordered patients: Predicting depression from the hybrid model of learning,JOURNAL OF AFFECTIVE DISORDERS,,,,,,,,,,,,,,,,"Oei, Tian Po/K-4870-2012","Oei, Tian Po/0000-0001-9041-8803",,,,,,,,,,,,0165-0327,,,,,JUN,2012,139,1,,,,,30,39,,10.1016/j.jad.2011.09.025,,,,,,,WOS:000304490600005,22417900,,,,
0,Review paper,J,"Helfinstein, SM; Fox, NA; Pine, DS",,,,"Helfinstein, Sarah M.; Fox, Nathan A.; Pine, Daniel S.",,,Approach-Withdrawal and the Role of the Striatum in the Temperament of Behavioral Inhibition,DEVELOPMENTAL PSYCHOLOGY,,,,,,,,,,,,,,,,"Pine, Daniel/Z-1601-2019",,,,,,,,,,,,,0012-1649,1939-0599,,,,MAY,2012,48,3,,,,,815,826,,10.1037/a0026402,,,,,,,WOS:000303287200021,22148946,,,,
0,In mice,J,"Radwanska, K; Kaczmarek, L",,,,"Radwanska, Kasia; Kaczmarek, Leszek",,,Characterization of an alcohol addiction-prone phenotype in mice,ADDICTION BIOLOGY,,,,,,,,,,,,,,,,"Kaczmarek, Leszek/B-6171-2008; Radwanska, Kasia/S-3281-2016","Kaczmarek, Leszek/0000-0002-7207-3490; Radwanska, Kasia/0000-0001-7445-6180",,,,,,,,,,,,1355-6215,1369-1600,,,,MAY,2012,17,3,,,,,601,612,,10.1111/j.1369-1600.2011.00394.x,,,,,,,WOS:000302998400010,22017485,,,,
0,No modelling,J,"Meulders, A; Vervliet, B; Fonteyne, R; Baeyens, F; Hermans, D; Vansteenwegen, D",,,,"Meulders, Ann; Vervliet, Bram; Fonteyne, Riet; Baeyens, Frank; Hermans, Dirk; Vansteenwegen, Debora",,,Preexposure to (un)predictable shock modulates discriminative fear learning between cue and context: An investigation of the interaction between fear and anxiety,INTERNATIONAL JOURNAL OF PSYCHOPHYSIOLOGY,,,,,,,,,,,,,,,,,"Meulders, Ann/0000-0003-4250-3928",,,,,,,,,,,,0167-8760,1872-7697,,,,MAY,2012,84,2,,,,,180,187,,10.1016/j.ijpsycho.2012.02.004,,,,,,,WOS:000303960500009,22349708,,,,
0,In schizophrenia,J,"Ragland, JD; Cohen, NJ; Cools, R; Frank, MJ; Hannula, DE; Ranganath, C",,,,"Ragland, John D.; Cohen, Neal J.; Cools, Roshan; Frank, Michael J.; Hannula, Deborah E.; Ranganath, Charan",,,CNTRICS Imaging Biomarkers Final Task Selection: Long-Term Memory and Reinforcement Learning,SCHIZOPHRENIA BULLETIN,,,,,,,,,,,,,,,,"Cools, Roshan/D-1905-2010",,,,,,,,,,,,,0586-7614,1745-1701,,,,JAN,2012,38,1,,,,,62,72,,10.1093/schbul/sbr168,,,,,,,WOS:000299011900010,22102094,,,,
0,No modelling,J,"Myers, CE; VanMeenen, KM; McAuley, JD; Beck, KD; Pang, KCH; Servatius, RJ",,,,"Myers, Catherine E.; VanMeenen, Kirsten M.; McAuley, J. Devin; Beck, Kevin D.; Pang, Kevin C. H.; Servatius, Richard J.",,,Behaviorally inhibited temperament is associated with severity of post-traumatic stress disorder symptoms and faster eyeblink conditioning in veterans,STRESS-THE INTERNATIONAL JOURNAL ON THE BIOLOGY OF STRESS,,,,,,,,,,,,,,,,,"Myers, Catherine/0000-0002-2776-4823; Servatius, Richard/0000-0002-7023-4895",,,,,,,,,,,,1025-3890,1607-8888,,,,JAN,2012,15,1,,,,,31,44,,10.3109/10253890.2011.578184,,,,,,,WOS:000298043900004,21790343,,,,
0,"Doesn't seem to fit models, just runs RL forward",J,"Linke, J; Sonnekes, C; Wessa, M",,,,"Linke, Julia; Soennekes, Christiane; Wessa, Michele",,,Sensitivity to positive and negative feedback in euthymic patients with bipolar I disorder: the last episode makes the difference,BIPOLAR DISORDERS,,,,,,,,,,,,,,,,"Wessa, Michele/F-7010-2014","Wessa, Michele/0000-0002-3216-7214",,,,,,,,,,,,1398-5647,1399-5618,,,,NOV-DEC,2011,13,07-Aug,,,,,638,650,,10.1111/j.1399-5618.2011.00956.x,,,,,,,WOS:000297053300007,22085477,,,,
0,About modelling PFC,J,"Lehman, JF; Greenberg, BD; McIntyre, CC; Rasmussen, SA; Haber, SN",,,,"Lehman, Julia F.; Greenberg, Benjamin D.; McIntyre, Cameron C.; Rasmussen, Steve A.; Haber, Suzanne N.",,,Rules Ventral Prefrontal Cortical Axons Use to Reach Their Targets: Implications for Diffusion Tensor Imaging Tractography and Deep Brain Stimulation for Psychiatric Illness,JOURNAL OF NEUROSCIENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0270-6474,,,,,Jul-13,2011,31,28,,,,,10392,10402,,10.1523/JNEUROSCI.0595-11.2011,,,,,,,WOS:000292699600030,21753016,,,,
0,Review paper,J,"Barnes, JJM; Dean, AJ; Nandam, LS; O'Connell, RG; Bellgrove, MA",,,,"Barnes, Jessica J. M.; Dean, Angela J.; Nandam, L. Sanjay; O'Connell, Redmond G.; Bellgrove, Mark A.",,,The Molecular Genetics of Executive Function: Role of Monoamine System Genes,BIOLOGICAL PSYCHIATRY,,,,,,,,,,,,,,,,"Dean, Angela/D-5618-2011; Bellgrove, Mark/AAB-3114-2019","Dean, Angela/0000-0003-4017-4809; O'Connell, Redmond/0000-0001-6949-2793; Bellgrove, Mark/0000-0003-0186-8349",,,,,,,,,,,,0006-3223,1873-2402,,,,Jun-15,2011,69,12,,,,,E127,E143,,10.1016/j.biopsych.2010.12.040,,,,,,,WOS:000291249200007,21397212,,,,
0,"Response bias, not RL",J,"Liu, WH; Chan, RCK; Wang, LZ; Huang, J; Cheung, EFC; Gong, QY; Gollan, JK",,,,"Liu, Wen-hua; Chan, Raymond C. K.; Wang, Ling-zhi; Huang, Jia; Cheung, Eric F. C.; Gong, Qi-yong; Gollan, Jackie K.",,,Deficits in sustaining reward responses in subsyndromal and syndromal major depression,PROGRESS IN NEURO-PSYCHOPHARMACOLOGY & BIOLOGICAL PSYCHIATRY,,,,,,,,,,,,,,,,"Chan, Raymond CK/B-6717-2009; Gong, Qiyong/W-3052-2019","Gong, Qiyong/0000-0002-5912-4871; Gollan, Jacqueline/0000-0003-2315-4347",,,,,,,,,,,,0278-5846,1878-4216,,,,Jun-01,2011,35,4,,,,,1045,1052,,10.1016/j.pnpbp.2011.02.018,,,,,,,WOS:000291848000034,21371518,,,,
0,"No means and SDs, but does show graph (supp)",J,"Gradin, VB; Kumar, P; Waiter, G; Ahearn, T; Stickle, C; Milders, M; Reid, I; Hall, J; Steele, JD",,,,"Gradin, Victoria B.; Kumar, Poornima; Waiter, Gordon; Ahearn, Trevor; Stickle, Catriona; Milders, Marteen; Reid, Ian; Hall, Jeremy; Steele, J. Douglas",,,Expected value and prediction error abnormalities in depression and schizophrenia,BRAIN,,,,,,,,,,,,,,,,"Steele, Douglas/AAB-9889-2019; Steele, J Douglas/A-8972-2017","Steele, Douglas/0000-0002-9822-8753; Steele, J Douglas/0000-0002-9822-8753; Hall, Jeremy/0000-0002-0403-3278",,,,,,,,,,,,0006-8950,,,,,JUN,2011,134,,6,,,,1751,1764,,10.1093/brain/awr059,,,,,,,WOS:000291063900016,21482548,,,,
0,Protocol,J,"Allen, LB; Tsao, JCI; Hayes, LP; Zeltzer, LK",,,,"Allen, Laura B.; Tsao, Jennie C. I.; Hayes, Loran P.; Zeltzer, Lonnie K.",,,Peer mentorship to promote effective pain management in adolescents: study protocol for a randomised controlled trial,TRIALS,,,,,,,,,,,,,,,,,"Zeltzer, Lonnie/0000-0001-9306-9450",,,,,,,,,,,,1745-6215,,,,,May-22,2011,12,,,,,,,,132,10.1186/1745-6215-12-132,,,,,,,WOS:000291635900001,21600053,,,,
0,Non-clinical,J,"Killeen, PR",,,,"Killeen, Peter R.",,,"Models of trace decay, eligibility for reinforcement, and delay of reinforcement gradients, from exponential to hyperboloid",BEHAVIOURAL PROCESSES,,,,,33rd Annual Meeting of the Society-for-the-Quantitative-Analyses-of-Behavior,"MAY 27-29, 2010","San Antonio, TX",Soc Quantitat Anal Behav,,,,,,,,,"Killeen, Peter/0000-0002-0889-4040",,,,,,,,,,,,0376-6357,1872-8308,,,,MAY,2011,87,1,,,SI,,57,63,,10.1016/j.beproc.2010.12.016,,,,,,,WOS:000290886400009,21215304,,,,
0,Food addiction,J,"Zhang, Y; von Deneen, KM; Tian, J; Gold, MS; Liu, YJ",,,,"Zhang, Yi; von Deneen, Karen M.; Tian, Jie; Gold, Mark S.; Liu, Yijun",,,Food Addiction and Neuroimaging,CURRENT PHARMACEUTICAL DESIGN,,,,,,,,,,,,,,,,"Zhang, Yi/M-9408-2013; Life, PAM/M-9552-2013; Zhang, Yi/J-7496-2017; Tian, Jie/H-1190-2011; tian, jie/M-6336-2013","Zhang, Yi/0000-0001-6657-403X; Zhang, Yi/0000-0003-0859-9735; Tian, Jie/0000-0003-0498-0432; ",,,,,,,,,,,,1381-6128,1873-4286,,,,APR,2011,17,12,,,,,1149,1157,,10.2174/138161211795656855,,,,,,,WOS:000290950800007,21492080,,,,
0,In monkeys,J,"Hong, S; Hikosaka, O",,,,"Hong, Simon; Hikosaka, Okihide",,,Dopamine-mediated learning and switching in cortico-striatal circuit explain behavioral changes in reinforcement learning,FRONTIERS IN BEHAVIORAL NEUROSCIENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1662-5153,,,,,Mar-21,2011,5,,,,,,,,15,10.3389/fnbeh.2011.00015,,,,,,,WOS:000208776700001,21472026,,,,
0,Alcohol dependence,J,"Diaz-Anzaldua, A; Diaz-Martinez, A; Diaz-Martinez, LR",,,,"Diaz-Anzaldua, Adriana; Diaz-Martinez, Alejandro; Rosa Diaz-Martinez, Leonila",,,"The complex interplay of genetics, epigenetics, and environment in the predisposition to alcohol dependence",SALUD MENTAL,,,,,,,,,,,,,,,,"DIAZ-ANZALDUA, ADRIANA/R-7240-2019",,,,,,,,,,,,,0185-3325,,,,,MAR-APR,2011,34,2,,,,,157,166,,,,,,,,,WOS:000291570200009,,,,,
0,OCD,J,"Endrass, T; Kloft, L; Kaufmann, C; Kathmann, N",,,,"Endrass, Tanja; Kloft, Lisa; Kaufmann, Christian; Kathmann, Norbert",,,APPROACH AND AVOIDANCE LEARNING IN OBSESSIVE-COMPULSIVE DISORDER,DEPRESSION AND ANXIETY,,,,,,,,,,,,,,,,"Endrass, Tanja/D-9655-2011","Endrass, Tanja/0000-0002-8845-8803",,,,,,,,,,,,1091-4269,,,,,FEB,2011,28,2,,,,,166,172,,10.1002/da.20772,,,,,,,WOS:000287005100009,21284070,,,,
0,Non-clinical,J,"Linssen, AMW; Riedel, WJ; Sambeth, A",,,,"Linssen, Anke M. W.; Riedel, Wim J.; Sambeth, Anke",,,Effects of tyrosine/phenylalanine depletion on electrophysiological correlates of memory in healthy volunteers,JOURNAL OF PSYCHOPHARMACOLOGY,,,,,,,,,,,,,,,,,"Riedel, Wim/0000-0001-7264-4460; Sambeth, Anke/0000-0002-3654-9383",,,,,,,,,,,,0269-8811,,,,,FEB,2011,25,2,,,,,230,238,,10.1177/0269881109348160,,,,,,,WOS:000286878400006,19939876,,,,
0,In fish,S,"Gould, GG",,"Kalueff, AV; Cachat, JM",,"Gould, Georgianna G.",,,Modified Associative Learning T-Maze Test for Zebrafish (Danio rerio) and Other Small Teleost Fish,ZEBRAFISH NEUROBEHAVIORAL PROTOCOLS,Neuromethods,,,,,,,,,,,,,,,,"Gould, Georgianna/0000-0002-5470-8763",,,,,,,,,,,,0893-2336,,978-1-60761-952-9,,,,2011,51,,,,,,61,73,,10.1007/978-1-60761-953-6_5,10.1007/978-1-60761-953-6,,,,,,WOS:000284201000005,,,,,
0,In rats,J,"Ricart, TM; Jiao, XL; Pang, KCH; Beck, KD; Servatius, RJ",,,,"Ricart, Thomas M.; Jiao, Xilu; Pang, Kevin C. H.; Beck, Kevin D.; Servatius, Richard. J.",,,Classical and instrumental conditioning of eyeblink responses in Wistar-Kyoto and Sprague-Dawley rats,BEHAVIOURAL BRAIN RESEARCH,,,,,,,,,,,,,,,,,"Servatius, Richard/0000-0002-7023-4895",,,,,,,,,,,,0166-4328,,,,,Jan-01,2011,216,1,,,,,414,418,,10.1016/j.bbr.2010.08.029,,,,,,,WOS:000285318500056,20801161,,,,
0,No modelling,J,"Cavanagh, JF; Bismark, AJ; Frank, MJ; Allen, JJB",,,,"Cavanagh, James F.; Bismark, Andrew J.; Frank, Michael J.; Allen, John J. B.",,,Larger error signals in major depression are associated with better avoidance learning,FRONTIERS IN PSYCHOLOGY,,,,,,,,,,,,,,,,"Cavanagh, James/I-5222-2015","Cavanagh, James/0000-0003-2428-3562",,,,,,,,,,,,1664-1078,,,,,,2011,2,,,,,,,,331,10.3389/fpsyg.2011.00331,,,,,,,WOS:000208863800146,22084638,,,,
0,In rats,J,"Faure, A; Hohn, S; Von Horsten, S; Delatour, B; Raber, K; Le Blanc, P; Desvignes, N; Doyere, V; El Massioui, N",,,,"Faure, A.; Hoehn, S.; Von Hoersten, S.; Delatour, B.; Raber, K.; Le Blanc, P.; Desvignes, N.; Doyere, V.; El Massioui, N.",,,Altered emotional and motivational processing in the transgenic rat model for Huntington's disease,NEUROBIOLOGY OF LEARNING AND MEMORY,,,,,,,,,,,,,,,,", Delatour/E-2885-2019; von Horsten, Stephan/G-9005-2015",", Delatour/0000-0002-9910-9932; von Horsten, Stephan/0000-0001-6409-0664; Doyere, Valerie/0000-0002-3851-669X",,,,,,,,,,,,1074-7427,1095-9564,,,,JAN,2011,95,1,,,,,92,101,,10.1016/j.nlm.2010.11.010,,,,,,,WOS:000286560200012,21111837,,,,
0,Review paper,J,"Dere, E; Zlomuzica, A; Silva, MAD; Ruoccob, LA; Sadile, AG; Huston, JP",,,,"Dere, E.; Zlomuzica, A.; Silva, M. A. De Souza; Ruoccob, L. A.; Sadile, A. G.; Huston, J. P.",,,"Neuronal histamine and the interplay of memory, reinforcement and emotions",BEHAVIOURAL BRAIN RESEARCH,,,,,,,,,,,,,,,,"Dere, Ekrem/F-3879-2018; Dere, Ekrem/G-6540-2011; Ruocco, Lucia A/I-3141-2012; Dere, Ekrem/Y-3872-2019; de Souza Silva, Maria Angelica/P-4034-2015","Dere, Ekrem/0000-0001-7823-7778; sadile, adolfo/0000-0003-2470-3328",,,,,,,,,,,,0166-4328,1872-7549,,,,Dec-31,2010,215,2,,,SI,,209,220,,10.1016/j.bbr.2009.12.045,,,,,,,WOS:000282505600006,20060425,,,,
0,In rats,J,"Beck, KD; Jiao, XL; Pang, KCH; Servatius, RJ",,,,"Beck, Kevin D.; Jiao, Xilu; Pang, Kevin C. H.; Servatius, Richard J.",,,Vulnerability factors in anxiety determined through differences in active-avoidance behavior,PROGRESS IN NEURO-PSYCHOPHARMACOLOGY & BIOLOGICAL PSYCHIATRY,,,,,,,,,,,,,,,,,"Servatius, Richard/0000-0002-7023-4895",,,,,,,,,,,,0278-5846,,,,,Aug-16,2010,34,6,,,,,852,860,,10.1016/j.pnpbp.2010.03.036,,,,,,,WOS:000281187800007,20382195,,,,
0,Review paper,J,"Lesage, A; Steckler, T",,,,"Lesage, Anne; Steckler, Thomas",,,Metabotropic glutamate mGlu(1) receptor stimulation and blockade: Therapeutic opportunities in psychiatric illness,EUROPEAN JOURNAL OF PHARMACOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0014-2999,1879-0712,,,,Aug-10,2010,639,01-Mar,,,SI,,2,16,,10.1016/j.ejphar.2009.12.043,,,,,,,WOS:000279066800002,20371230,,,,
0,No modelling,J,"Schechtman, E; Laufer, O; Paz, R",,,,"Schechtman, Eitan; Laufer, Offir; Paz, Rony",,,Negative Valence Widens Generalization of Learning,JOURNAL OF NEUROSCIENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0270-6474,,,,,Aug-04,2010,30,31,,,,,10460,10464,,10.1523/JNEUROSCI.2377-10.2010,,,,,,,WOS:000280789600019,20685988,,,,
0,No mean/SD for pun learning rate - is on a graph,J,"Dombrovski, AY; Clark, L; Siegle, GJ; Butters, MA; Ichikawa, N; Sahakian, BJ; Szanto, K",,,,"Dombrovski, Alexandre Y.; Clark, Luke; Siegle, Greg J.; Butters, Meryl A.; Ichikawa, Naho; Sahakian, Barbara J.; Szanto, Katalin",,,Reward/Punishment Reversal Learning in Older Suicide Attempters,AMERICAN JOURNAL OF PSYCHIATRY,,,,,,,,,,,,,,,,"Szanto, Katalin/B-8389-2014","Sahakian, Barbara/0000-0001-7352-1745; Clark, Luke/0000-0003-1103-2422; Dombrovski, Alexandre/0000-0002-2054-4772",,,,,,,,,,,,0002-953X,1535-7228,,,,JUN,2010,167,6,,,,,699,707,,10.1176/appi.ajp.2009.09030407,,,,,,,WOS:000278269500015,20231320,,,,
0,In monkeys,J,"Philippens, IHCHM; Vanwersch, RAP",,,,"Philippens, Ingrid H. C. H. M.; Vanwersch, Raymond A. P.",,,Neurofeedback training on sensorimotor rhythm in marmoset monkeys,NEUROREPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0959-4965,,,,,Mar-31,2010,21,5,,,,,328,332,,10.1097/WNR.0b013e3283360ba8,,,,,,,WOS:000276137500003,20186109,,,,
0,In birds,J,"Kubikova, L; Kostal, L",,,,"Kubikova, Lubica; Kostal, Lubor",,,Dopaminergic system in birdsong learning and maintenance,JOURNAL OF CHEMICAL NEUROANATOMY,,,,,,,,,,,,,,,,"Kostal, Lubor/P-1569-2014","Kostal, Lubor/0000-0002-0826-3724; Kubikova, Lubica/0000-0002-5861-107X",,,,,,,,,,,,0891-0618,,,,,MAR,2010,39,2,,,SI,,112,123,,10.1016/j.jchemneu.2009.10.004,,,,,,,WOS:000275564000005,19900537,,,,
0,In rats,J,"Schulz, D; Mirrione, MM; Henn, FA",,,,"Schulz, Daniela; Mirrione, Martine M.; Henn, Fritz A.",,,Cognitive aspects of congenital learned helplessness and its reversal by the monoamine oxidase (MAO)-B inhibitor deprenyl,NEUROBIOLOGY OF LEARNING AND MEMORY,,,,,,,,,,,,,,,,"Schulz, Daniela/H-5625-2011",,,,,,,,,,,,,1074-7427,,,,,FEB,2010,93,2,,,,,291,301,,10.1016/j.nlm.2009.11.003,,,,,,,WOS:000275312200019,19931627,,,,
0,Review chapter,B,"Gerald, MC",,"Farooqui, T; Farooqui, AA",,"Gerald, Michael C.",,,BIOGENIC AMINES: A HISTORICAL PERSPECTIVE,"BIOGENIC AMINES: PHARMACOLOGICAL, NEUROCHEMICAL AND MOLECULAR ASPECTS IN THE CNS",Pharmacology Research Safety Testing and Regulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,978-1-60876-625-3,,,,2010,,,,,,,3,12,,,,,,,,,WOS:000280379100001,,,,,
0,No modelling,J,"Beattie, EK; Corr, PJ",,,,"Beattie, Elaine K.; Corr, Philip J.",,,"Reinforcement, Arousal and Temporal Factors in Procedural Learning A Test of Eysenck's and Gray's Personality Theories",JOURNAL OF INDIVIDUAL DIFFERENCES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1614-0001,,,,,,2010,31,4,,,,,167,177,,10.1027/1614-0001/a000008,,,,,,,WOS:000282270900001,,,,,
0,Review article,J,"Radulovic, J; Tronson, NC",,,,"Radulovic, Jelena; Tronson, Natalie C.",,,Molecular Specificity of Multiple Hippocampal Processes Governing Fear Extinction,REVIEWS IN THE NEUROSCIENCES,,,,,,,,,,,,,,,,,"Tronson, Natalie/0000-0001-5676-1579; Radulovic, Jelena/0000-0002-0268-2426",,,,,,,,,,,,0334-1763,1607-8470,,,,,2010,21,1,,,,,1,17,,,,,,,,,WOS:000277168300001,20458884,,,,
0,Alcohol/drugs,J,"Mares, MF; Torres, LB",,,,"Flores Mares, Marlene; Barragan Torres, Lydia",,,Maintenance of training on refusal skills in cronic users of alcohol and drugs: a case study,SALUD MENTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0185-3325,,,,,JAN-FEB,2010,33,1,,,,,47,55,,,,,,,,,WOS:000276218600006,,,,,
0,Review paper,J,"Huys, QJM; Dayan, P",,,,"Huys, Quentin J. M.; Dayan, Peter",,,A Bayesian formulation of behavioral control,COGNITION,,,,,,,,,,,,,,,,,"Huys, Quentin/0000-0002-8999-574X",,,,,,,,,,,,0010-0277,1873-7838,,,,DEC,2009,113,3,,,SI,,314,328,,10.1016/j.cognition.2009.01.008,,,,,,,WOS:000272363000005,19285311,,,,
0,Receptors,J,"Varvel, SA; Wise, LE; Lichtman, AH",,,,"Varvel, Stephen A.; Wise, Laura E.; Lichtman, Aron H.",,,Are CB1 Receptor Antagonists Nootropic or Cognitive Impairing Agents?,DRUG DEVELOPMENT RESEARCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0272-4391,,,,,DEC,2009,70,8,,,SI,,555,565,,10.1002/ddr.20334,,,,,,,WOS:000273330200003,20539824,,,,
0,In rats,J,"Pautassi, RM; Nizhnikov, ME; Spear, NE",,,,"Pautassi, Ricardo M.; Nizhnikov, Michael E.; Spear, Norman E.",,,"Assessing appetitive, aversive, and negative ethanol-mediated reinforcement through an immature rat model",NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS,,,,,,,,,,,,,,,,"Pautassi, Ricardo/G-7261-2018","Pautassi, Ricardo/0000-0003-1876-2321",,,,,,,,,,,,0149-7634,1873-7528,,,,JUN,2009,33,6,,,,,953,974,,10.1016/j.neubiorev.2009.03.008,,,,,,,WOS:000266145900013,19428502,,,,
0,Review paper,J,"Da Cunha, C; Wietzikoski, EC; Dombrowski, P; Bortolanza, M; Santos, LM; Boschen, SL; Miyoshi, E",,,,"Da Cunha, Claudio; Wietzikoski, Evellyn Claudia; Dombrowski, Patricia; Bortolanza, Mariza; Santos, Lucelia Mendes; Boschen, Suelen Lucio; Miyoshi, Edmar",,,Learning processing in the basal ganglia: A mosaic of broken mirrors,BEHAVIOURAL BRAIN RESEARCH,,,,,,,,,,,,,,,,"Da Cunha, Claudio/X-7903-2019; Da Cunha, Claudio/I-5272-2014; Bortolanza, Mariza/H-1350-2017; Miyoshi, Edmar/A-9279-2013; Boschen, Suelen/O-8906-2014","Da Cunha, Claudio/0000-0001-6920-8561; Da Cunha, Claudio/0000-0001-6920-8561; Bortolanza, Mariza/0000-0003-0574-7456; Boschen, Suelen/0000-0002-7694-920X; Lovato, Evellyn/0000-0002-8511-0086",,,,,,,,,,,,0166-4328,1872-7549,,,,Apr-12,2009,199,1,,,SI,,157,170,,10.1016/j.bbr.2008.10.001,,,,,,,WOS:000265009800015,18977393,,,,
0,In mice,J,"Huh, KH; Guzman, YF; Tronson, NC; Guedea, AL; Gao, C; Radulovic, J",,,,"Huh, Kyu Hwan; Guzman, Yomayra F.; Tronson, Natalie C.; Guedea, Anita L.; Gao, Can; Radulovic, Jelena",,,Hippocampal Erk mechanisms linking prediction error to fear extinction: Roles of shock expectancy and contextual aversive valence,LEARNING & MEMORY,,,,,,,,,,,,,,,,,"Radulovic, Jelena/0000-0002-0268-2426; Tronson, Natalie/0000-0001-5676-1579; Guzman, Yomayra F./0000-0003-4802-8304",,,,,,,,,,,,1072-0502,1549-5485,,,,APR,2009,16,4,,,,,273,278,,10.1101/lm.1240109,,,,,,,WOS:000264517500007,19318469,,,,
0,In rats,J,"Williams, J; Sagvolden, G; Taylor, E; Sagvolden, T",,,,"Williams, Jonathan; Sagvolden, Geir; Taylor, Eric; Sagvolden, Terje",,,"Dynamic behavioural changes in the Spontaneously Hyperactive Rat 1. Control by place, timing, and reinforcement rate",BEHAVIOURAL BRAIN RESEARCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0166-4328,,,,,Mar-17,2009,198,2,,,,,273,282,,10.1016/j.bbr.2008.08.044,,,,,,,WOS:000264309800002,18824036,,,,
0,In rats,J,"Williams, J; Sagvolden, G; Taylor, E; Sagvolden, T",,,,"Williams, Jonathan; Sagvolden, Geir; Taylor, Eric; Sagvolden, Terje",,,Dynamic behavioural changes in the Spontaneously Hyperactive Rat 2 Control by novelty,BEHAVIOURAL BRAIN RESEARCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0166-4328,,,,,Mar-17,2009,198,2,,,,,283,290,,10.1016/j.bbr.2008.08.045,,,,,,,WOS:000264309800003,18824039,,,,
0,Not two groups,J,"Finger, EC; Mitchell, DGV; Jones, M; Blair, RJR",,,,"Finger, Elizabeth C.; Mitchell, Derek G. V.; Jones, Matthew; Blair, R. J. R.",,,Dissociable roles of medial orbitofrontal cortex in human operant extinction learning,NEUROIMAGE,,,,,,,,,,,,,,,,"Finger, Elizabeth/B-6453-2015","Finger, Elizabeth/0000-0003-4461-7427",,,,,,,,,,,,1053-8119,,,,,DEC,2008,43,4,,,,,748,755,,10.1016/j.neuroimage.2008.08.021,,,,,,,WOS:000262300400010,18793731,,,,
0,In monkeys,J,"Belova, MA; Paton, JJ; Salzman, CD",,,,"Belova, Marina A.; Paton, Joseph J.; Salzman, C. Daniel",,,Moment-to-moment tracking of state value in the amygdala,JOURNAL OF NEUROSCIENCE,,,,,,,,,,,,,,,,,"Paton, Joseph/0000-0002-1663-6455",,,,,,,,,,,,0270-6474,,,,,Oct-01,2008,28,40,,,,,10023,10030,,10.1523/JNEUROSCI.1400-08.2008,,,,,,,WOS:000259702300014,18829960,,,,
0,Signal detection theory,J,"Pizzagalli, DA; Goetz, E; Ostacher, M; Iosifescu, DV; Perlis, RH",,,,"Pizzagalli, Diego A.; Goetz, Elena; Ostacher, Michael; Iosifescu, Dan V.; Perlis, Roy H.",,,Euthymic patients with bipolar disorder show decreased reward learning in a probabilistic reward task,BIOLOGICAL PSYCHIATRY,,,,,,,,,,,,,,,,"Pizzagalli, Diego A./Z-1595-2019; Iosifescu, Dan/L-3305-2019","Iosifescu, Dan/0000-0002-2512-2835; Ostacher, Michael/0000-0003-0353-7535",,,,,,,,,,,,0006-3223,1873-2402,,,,Jul-15,2008,64,2,,,,,162,168,,10.1016/j.biopsych.2007.12.001,,,,,,,WOS:000257187700011,18242583,,,,
0,In rats,J,"Makhracheva-Stepochkina, D; Frey, S; Frey, JU; Korz, V",,,,"Makhracheva-Stepochkina, Darya; Frey, Sabine; Frey, Julietta U.; Korz, Volker",,,Spatial learning in the holeboard impairs an early phase of long-term potentiation in the rat hippocampal CAI-region,NEUROBIOLOGY OF LEARNING AND MEMORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1074-7427,,,,,MAY,2008,89,4,,,,,545,551,,10.1016/j.nlm.2007.11.003,,,,,,,WOS:000255814500019,18226560,,,,
0,Simulation,J,"Ponzi, A",,,,"Ponzi, Adam",,,"Dynamical model of salience gated working memory, action selection and reinforcement based on basal ganglia and dopamine feedback",NEURAL NETWORKS,,,,,International Joint Conference on Neural Networks,"AUG 12-17, 2007","Orlando, FL",IEEE,,,,,,,,,,,,,,,,,,,,,0893-6080,1879-2782,,,,MAR-APR,2008,21,02-Mar,,,,,322,330,,10.1016/j.neunet.2007.12.040,,,,,,,WOS:000255238800023,18280108,,,,
